arquivo,processo_numero,vara,comarca,magistrado_nome,magistrado_genero,magistrado_cargo,assinatura_datahora,assinatura_id_documento,decisao
08013112720198100081_000_23-08-2024_08-14-53_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,23/08/2024 08:14:53,127380995,PROCEDENTE
08013121220198100081_000_07-06-2024_16-38-25_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,07/06/2024 16:38:24,121210098,PROCEDENTE
08013187620238100049_000_22-04-2024_11-31-03_Sentença.html,0801318-76.2023.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,22/04/2024 11:31:03,117437851,PROCEDENTE
"08013187620238100049_001_12-04-2024_11-39-57_Ata de audiência com despacho, decisão ou sentença.html",0801318-76.2023.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,12/04/2024 11:39:56,116721168,
08013216620228100081_000_15-03-2024_11-43-18_Sentença.html,0801321-66.2022.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,15/03/2024 11:43:18,114638046,HOMOLOGO
08013216620228100081_001_18-12-2023_10-26-06_Sentença.html,0801321-66.2022.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,18/12/2023 10:26:06,108874382,HOMOLOGO
08013492920248100060_000_03-04-2024_16-21-48_Sentença.html,0801349-29.2024.8.10.0060,2ª Vara,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,03/04/2024 16:21:48,115936874,EXTINTO
08013923620228100027_000_12-06-2025_15-32-14_Sentença.html,,2ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Indeterminado,,12/06/2025 15:32:14,140066679,DEFIRO
08013961220198100049_000_19-08-2025_10-49-26_Sentença.html,0801396-12.2019.8.10.0049,,,JOSE RIBAMAR SERRA,Masculino,Juiz de Direito,19/08/2025 10:49:26,157679294,DEFIRO
08014163820198100102_000_30-06-2025_14-59-29_Decisão.html,0801416-38.2019.8.10.0102,,,PAULO ROBERTO BRASIL TELES DE MENEZES,Masculino,Juiz de Direito,30/06/2025 14:59:29,149714572,
08014163820198100102_001_29-04-2025_13-20-40_Sentença.html,0801416-38.2019.8.10.0102,,,PAULO ROBERTO BRASIL TELES DE MENEZES,Masculino,Juiz de Direito,29/04/2025 13:20:40,146379368,PROCEDENTE
"08014163820198100102_002_16-12-2024_22-12-10_Ata de audiência com despacho, decisão ou sentença.html",0801416-38.2019.8.10.0102,VARA ÚNICA,MONTES ALTOS,MYLLENNE SANDRA CAVALCANTE CALHEIROS DE MELO MOREIRA,Feminino,Juíza,16/12/2024 22:12:10,137107268,
"08014163820198100102_003_22-08-2024_07-15-13_Ata de audiência com despacho, decisão ou sentença.html",0801416-38.2019.8.10.0102,VARA ÚNICA,MONTES ALTOS,MYLLENNE SANDRA CAVALCANTE CALHEIROS DE MELO MOREIRA,Feminino,Juíza,22/08/2024 07:15:13,126884917,
"08014163820198100102_005_29-04-2024_11-26-19_Ata de audiência com despacho, decisão ou sentença.html",0801416-38.2019.8.10.0102,VARA ÚNICA,MONTES ALTOS,DANILO BERTTOVE HERCULANO DIAS,Masculino,Juiz,29/04/2024 11:26:19,115794993,
08014245620198100056_004_22-09-2025_18-07-31_Sentença.html,,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,22/09/2025 18:07:30,161030913,PROCEDENTE
08014245620198100056_008_28-04-2025_10-05-52_Sentença.html,,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,28/04/2025 10:05:52,147124554,PROCEDENTE
"08014245620198100056_009_28-11-2024_08-00-42_Ata de audiência com despacho, decisão ou sentença.html",,2ª VARA,Santa Inês,ALEXANDRE ANTONIO JOSE DE MESQUITA,Indeterminado,,28/11/2024 08:00:42,135608761,DEFIRO
08014245620198100056_012_15-12-2023_17-50-21_Sentença.html,.,,Santa Inês/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,15/12/2023 17:50:21,108818633,
08014468920208100053_001_24-06-2025_09-51-05_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,24/06/2025 09:51:05,151918419,PROCEDENTE
08015102720198100056_000_01-08-2024_17-50-14_Sentença.html,,2ª VARA,SANTA INêS - MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,01/08/2024 17:50:13,125609661,PROCEDENTE
08015401620218100081_000_04-07-2025_17-33-53_Sentença.html,0801540-16.2021.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,04/07/2025 17:33:53,153593550,PROCEDENTE
08015412720258100027_000_30-08-2025_19-19-59_Sentença.html,,2ª VARA,BARRA DO CORDA,GLAUCE RIBEIRO DA SILVA,Feminino,Juíza,30/08/2025 19:19:59,156466405,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08016075120188100027_000_14-02-2024_15-24-09_Sentença.html,0801607-51.2018.8.10.0027,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz de Direito,14/02/2024 15:24:09,111957932,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08016396520188100024_000_20-09-2025_06-51-30_Sentença.html,.,1ª Vara,Bacabal,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Masculino,Juiz,20/09/2025 06:51:29,160852212,EXTINTO
08016586020218100026_006_30-06-2025_17-21-32_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,30/06/2025 17:21:32,152972954,PROCEDENTE
"08016717220248100117_000_30-01-2025_16-00-50_Ata de audiência com despacho, decisão ou sentença.html",0801671-72.2024.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,30/01/2025 16:00:50,139727452,PROCEDENTE
08016993820188100024_003_10-06-2024_10-56-38_Sentença.html,0801699-38.2018.8.10.0024,1ª VARA,BACABAL,VANESSA FERREIRA PEREIRA LOPES,Feminino,Juíza,10/06/2024 10:56:37,120891141,
08017095220188100034_002_18-06-2024_13-46-21_Sentença.html,,2ª Vara,Codó,CARLOS EDUARDO DE ARRUDA MONTALVERNE,Masculino,Juiz de Direito,18/06/2024 13:46:21,122034218,PROCEDENTE
08017179820208100053_000_25-09-2025_09-00-21_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,25/09/2025 09:00:21,161199250,PROCEDENTE
08017264420258100034_000_28-08-2025_18-47-15_Sentença.html,.,2ª VARA,CODÓ - MA,JOAO BATISTA COELHO NETO,Masculino,Juiz de Direito,28/08/2025 18:47:15,158696874,DEFIRO
08017360220238100053_000_18-01-2024_17-55-08_Sentença.html,0801736-02.2023.8.10.0053,1ª VARA,PORTO FRANCO,JOSE FRANCISCO DE SOUZA FERNANDES,Masculino,JUIZ DE DIREITO,18/01/2024 17:55:08,110091294,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08017438520178100026_001_28-11-2024_10-43-03_Sentença.html,0801743-85.2017.8.10.0026,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,28/11/2024 10:43:03,135608494,
08017504920188100024_002_02-08-2024_14-04-05_Sentença.html,0801750-49.2018.8.10.0024,1ª VARA,BACABAL,THADEU DE MELO ALVES,Masculino,Juiz,02/08/2024 14:04:05,125608032,IMPROCEDENTE
08017535120238100081_000_08-05-2024_17-24-51_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,08/05/2024 17:24:51,118800159,PROCEDENTE
08017543620238100081_000_02-07-2024_17-42-43_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,02/07/2024 17:42:43,123246938,PROCEDENTE
08017869620218100053_000_13-06-2025_11-02-39_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,13/06/2025 11:02:39,151371455,PROCEDENTE
08017965120248100081_000_04-06-2025_17-19-51_Sentença.html,0801796-51.2024.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,04/06/2025 17:19:51,150551008,EXTINTO
08018087020238100026_000_18-06-2025_10-36-53_Despacho.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,18/06/2025 10:36:52,151835316,IMPROCEDENTE
08018132420258100026_000_30-06-2025_08-24-30_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,30/06/2025 08:24:30,152848369,
08018141820178100049_000_07-09-2025_10-01-52_Sentença.html,0801814-18.2017.8.10.0049,2ª VARA,,JOAO PEREIRA NETO,Masculino,Juiz,07/09/2025 10:01:52,159532977,HOMOLOGO
"08018141820178100049_005_10-10-2024_16-28-08_Ata de audiência com despacho, decisão ou sentença.html",0801814-18.2017.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,10/10/2024 16:28:08,131669532,
08018355320238100026_000_24-06-2025_15-51-24_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,24/06/2025 15:51:24,152306835,HOMOLOGO
08018355320238100026_008_07-07-2023_17-36-55_Ata de audiência no CEJUSC.html,,,BALSAS,JAQUELINE DOS SANTOS SILVA,Indeterminado,,07/07/2023 17:36:55,96448810,
08018708020198100049_000_20-01-2024_12-44-38_Sentença.html,,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,20/01/2024 12:44:38,110178111,PROCEDENTE
"08018708020198100049_001_02-03-2023_11-28-05_Ata de audiência com despacho, decisão ou sentença.html",0801870-80.2019.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,02/03/2023 11:28:05,86423011,
08018779320238100029_000_15-10-2024_12-24-06_Sentença.html,,2ª Vara,Caxias/MA,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,15/10/2024 12:24:06,129904936,
08018878820198100026_000_31-03-2025_13-07-48_Sentença.html,,2ªvara,Balsas,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,31/03/2025 13:07:48,144901641,PROCEDENTE
08018878820198100026_001_11-09-2024_16-33-49_Ata da Audiência.html,,2ª  Vara,Balsas - MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,11/09/2024 16:33:49,129102587,
08018894020248100040_000_21-11-2024_09-36-08_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,21/11/2024 09:36:08,135080194,DEFIRO
08018921920198100024_001_08-04-2025_13-05-00_Sentença.html,0801892-19.2019.8.10.0024,1ª VARA,BACABAL,VANESSA FERREIRA PEREIRA LOPES,Feminino,Juíza,08/04/2025 13:05:00,141383109,
08018925820218100053_000_21-08-2025_11-09-55_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,21/08/2025 11:09:55,157941617,PROCEDENTE
08019051220198100026_001_22-03-2024_09-35-11_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,22/03/2024 09:35:10,115135870,
08019153520238100117_000_13-08-2025_09-55-44_Sentença.html,0801915-35.2023.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,MURYELLE TAVARES LEITE GONCALVES,Feminino,Juíza de Direito,13/08/2025 09:55:44,157022255,PARCIALMENTE PROCEDENTE
"08019153520238100117_001_20-02-2025_16-45-27_Ata de audiência com despacho, decisão ou sentença.html",0801915-35.2023.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,20/02/2025 16:45:27,141806307,
08019296820198100049_000_26-07-2024_10-27-48_Sentença.html,0801929-68.2019.8.10.0049,,,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,26/07/2024 10:27:47,125032121,PROCEDENTE
"08019296820198100049_001_14-05-2024_11-15-00_Ata de audiência com despacho, decisão ou sentença.html",0801929-68.2019.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,14/05/2024 11:14:59,118248245,
08019494220228100053_000_29-09-2024_21-43-19_Sentença.html,.,2ª VARA,PORTO FRANCO,ALESSANDRA LIMA SILVA,Feminino,Juíza de Direito,29/09/2024 21:43:19,127698480,PROCEDENTE
08019612720248100040_000_26-04-2024_10-22-59_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,26/04/2024 10:22:58,117857333,
08019990520218100053_000_02-08-2024_11-57-40_Sentença.html,.,2ª VARA,PORTO FRANCO,ALESSANDRA LIMA SILVA,Feminino,Juíza de Direito,02/08/2024 11:57:40,125630820,
08020086020188100056_002_13-02-2025_17-08-15_Sentença.html,,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,13/02/2025 17:08:15,141233270,PROCEDENTE
08020121320208100029_001_23-04-2024_11-04-52_Sentença.html,0802012-13.2020.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,Juiz,23/04/2024 11:04:52,114988453,PROCEDENTE
08020121320208100029_006_17-08-2021_11-18-00_Sentença.html,,,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,Juiz de Direito,17/08/2021 11:18:00,47642646,
08020507920228100053_003_09-10-2024_13-54-45_Sentença.html,.,2ª VARA,PORTO FRANCO,ALESSANDRA LIMA SILVA,Indeterminado,,09/10/2024 13:54:44,131381832,PROCEDENTE
08020644720228100026_000_22-04-2025_16-24-54_Sentença.html,0000008-03.1987.8.10.0026,2ª Vara,Balsas,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,22/04/2025 16:24:54,146553012,
08021008120218100040_000_13-06-2024_10-55-51_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,13/06/2024 10:55:51,121671733,
08021016920258100026_000_27-06-2025_14-59-09_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,27/06/2025 14:59:09,152789741,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08021040220238100056_002_28-02-2025_14-44-17_Sentença.html,0802588-17.2023.8.10.0056.,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,28/02/2025 14:44:17,142425263,
08021040220238100056_003_09-10-2024_10-39-53_Sentença.html,0802104-02.2023.8.10.0056,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,09/10/2024 10:39:53,131493951,DEFIRO
08021290520198100040_000_22-10-2024_11-59-35_Sentença.html,,2ª Vara,,ADOLFO PIRES DA FONSECA NETO,Masculino,Juiz,22/10/2024 11:59:35,132593816,HOMOLOGO
08021303820198100024_000_12-03-2024_10-20-30_Sentença.html,0802130-38.2019.8.10.0024,1ª VARA,BACABAL,VANESSA FERREIRA PEREIRA LOPES,Feminino,Juíza,12/03/2024 10:20:30,114098358,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08021328120208100053_000_19-08-2025_09-28-54_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,19/08/2025 09:28:54,157670154,PROCEDENTE
08022453520248100040_000_22-09-2025_16-28-55_Sentença.html,,,Imperatriz,CYNARA ELISA GAMA FREIRE,Feminino,Juíza de Direito,22/09/2025 16:28:55,155241401,PROCEDENTE
08022462520218100040_000_19-11-2024_11-31-56_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,19/11/2024 11:31:56,134897394,
08022943120188100026_000_19-08-2024_20-31-36_Sentença.html,,2ª Vara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,19/08/2024 20:31:36,127071878,PROCEDENTE
08022990620258100027_000_24-07-2025_15-48-38_Sentença.html,,2ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Indeterminado,,24/07/2025 15:48:38,152777995,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08023025320248100040_000_27-09-2024_22-34-02_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,27/09/2024 22:34:01,130572279,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08023081120208100037_000_04-04-2024_07-37-36_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,04/04/2024 07:37:36,115984436,EXTINTO
08023123120228100117_001_27-08-2024_07-51-12_Sentença.html,0802312-31.2022.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Masculino,Juiz de Direito,27/08/2024 07:51:12,127575288,PROCEDENTE
"08023123120228100117_002_17-05-2024_18-06-10_Ata de audiência com despacho, decisão ou sentença.html",0802312-31.2022.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,17/05/2024 18:06:10,119473304,
08023485220188100040_001_07-11-2024_15-24-16_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,07/11/2024 15:24:16,134099243,
08023485220188100040_002_05-11-2024_15-34-02_Ata de audiência no CEJUSC.html,,,,GUSTAVO RIOS GUIMARAES,Indeterminado,,05/11/2024 15:34:01,133864958,
08023562220258100060_000_31-07-2025_15-42-05_Sentença.html,0802356-22.2025.8.10.0060,2ª Vara,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,31/07/2025 15:42:05,156085591,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08023748420178100040_001_20-03-2024_18-59-08_Sentença.html,,1ª Vara,,DANIELA DE JESUS BONFIM FERREIRA,Feminino,Juíza,20/03/2024 18:59:08,115026109,PROCEDENTE
08023824820228100117_000_08-08-2025_17-34-29_Sentença.html,0802382-48.2022.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,MURYELLE TAVARES LEITE GONCALVES,Feminino,"Juíza 
de
 Direito",08/08/2025 17:34:29,147546785,PROCEDENTE
"08023824820228100117_001_24-10-2024_18-32-34_Ata de audiência com despacho, decisão ou sentença.html",0802382-48.2022.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,24/10/2024 18:32:34,132857282,
08023855320208100026_001_04-04-2025_09-40-41_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,04/04/2025 09:40:41,145444113,PROCEDENTE
08023855320208100026_002_04-02-2025_15-44-44_Ata da Audiência.html,,2ª  Vara,Balsas - MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,04/02/2025 15:44:44,140125361,
08023885720248100029_000_31-10-2024_14-05-49_Sentença.html,0802388-57.2024.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,Juiz,31/10/2024 14:05:49,132887922,PROCEDENTE
08024013220198100029_001_28-08-2024_14-54-14_Sentença.html,0802401-32.2019.8.10.0029,,Caxias - MA,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,28/08/2024 14:54:14,127848628,PROCEDENTE
"08024013220198100029_002_31-01-2024_15-00-30_Ata de audiência com despacho, decisão ou sentença.html",0802401-32.2019.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz,31/01/2024 15:00:30,110876918,
08024050920198100049_000_06-02-2024_20-39-24_Sentença.html,0802405-09.2019.8.10.0049,,Ribamar,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,06/02/2024 20:39:24,111504507,PROCEDENTE
"08024050920198100049_005_24-08-2021_13-03-29_Ata de audiência com despacho, decisão ou sentença.html",0802405-09.2019.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz de Direito,24/08/2021 13:03:29,51357005,
08024307320208100053_000_22-07-2025_15-18-39_Sentença.html,0802430-73.2020.8.10.0053,1ª VARA,PORTO FRANCO,FRANCISCO BEZERRA SIMOES,Masculino,JUIZ DE DIREITO,22/07/2025 15:18:39,155212342,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08024337120238100037_000_11-06-2024_17-00-20_Sentença.html,,,,NUZA MARIA OLIVEIRA LIMA,Feminino,Juíza de Direito,11/06/2024 17:00:20,121005094,
08024345620238100037_000_10-06-2024_19-59-54_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,10/06/2024 19:59:54,121320062,EXTINTO
08024354120238100037_000_22-05-2024_22-00-43_INDEFERIMENTO - AUSÊNCIA DE RECOLHIMENTO DAS CUSTA.html,,2ª Vara,,NUZA MARIA OLIVEIRA LIMA,Feminino,Juíza de Direito,22/05/2024 22:00:43,119814243,DEFIRO
08024371120238100037_000_12-06-2024_16-04-51_Sentença.html,,,,NUZA MARIA OLIVEIRA LIMA,Feminino,Juíza de Direito,12/06/2024 16:04:51,121007743,
08024492620178100040_000_12-03-2024_14-51-05_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,12/03/2024 14:51:05,114189499,
"08024492620178100040_001_24-01-2024_10-04-06_Ata de audiência com despacho, decisão ou sentença.html",0802449-26.2017.8.10.0040,4ª VARA,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,24/01/2024 10:04:06,110432483,
08024527820178100040_000_12-03-2024_14-51-16_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,12/03/2024 14:51:16,114309102,
"08024527820178100040_001_24-01-2024_09-59-20_Ata de audiência com despacho, decisão ou sentença.html",0802452-78.2017.8.10.0040,4ª VARA,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,24/01/2024 09:59:20,110426575,
08024553320178100040_000_12-03-2024_14-53-27_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,12/03/2024 14:53:25,114310451,
"08024553320178100040_001_25-01-2024_08-52-26_Ata de audiência com despacho, decisão ou sentença.html",0802455-33.2017.8.10.0040,4ª VARA,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,25/01/2024 08:52:26,110433460,
"08024553320178100040_002_21-11-2023_09-50-41_Ata de audiência com despacho, decisão ou sentença.html",0802455-33.2017.8.10.0040,4ª Vara,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,21/11/2023 09:50:41,106779669,DEFIRO
08024588520178100040_000_12-03-2024_14-53-11_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,12/03/2024 14:53:11,114304998,
"08024588520178100040_001_24-01-2024_09-57-49_Ata de audiência com despacho, decisão ou sentença.html",0802458-85.2017.8.10.0040,4ª Vara,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,24/01/2024 09:57:48,110356973,
08024622020208100040_000_02-06-2025_08-38-02_Sentença.html,0802462-20.2020.8.10.0040,,,PAULO ROBERTO BRASIL TELES DE MENEZES,Masculino,Juiz de Direito,02/06/2025 08:38:01,147023802,PROCEDENTE
08024691620238100037_000_18-12-2024_10-55-01_Sentença.html,,2ª Vara,,NUZA MARIA OLIVEIRA LIMA,Feminino,Juíza de Direito,18/12/2024 10:55:01,136362775,
"08025169720178100037_000_23-07-2025_16-03-59_Ata de audiência com despacho, decisão ou sentença.html",,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,23/07/2025 16:03:58,155392371,
08025169720178100037_001_14-07-2025_13-39-19_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,14/07/2025 13:39:19,154384877,EXTINTO
08025184320228100053_000_24-06-2025_09-51-10_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,24/06/2025 09:51:10,152150305,PROCEDENTE
08025488020228100117_000_13-08-2025_10-06-50_Sentença.html,0802548-80.2022.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,MURYELLE TAVARES LEITE GONCALVES,Feminino,"Juíza 
de
 Direito",13/08/2025 10:06:50,155415090,PROCEDENTE
"08025488020228100117_001_13-03-2025_19-38-58_Ata de audiência com despacho, decisão ou sentença.html",0802548-80.2022.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,13/03/2025 19:38:58,143237669,
08025559020188100027_000_24-06-2025_16-03-18_Sentença.html,,2ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Indeterminado,,24/06/2025 16:03:18,148491901,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08025619020248100026_000_20-10-2025_16-02-05_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,20/10/2025 16:02:05,163550094,
08025619020248100026_001_02-07-2025_19-39-36_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,02/07/2025 19:39:36,153326533,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08025620920198100040_000_06-06-2024_12-52-03_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,06/06/2024 12:52:02,120307416,
"08025620920198100040_001_24-05-2024_11-44-46_Ata de audiência com despacho, decisão ou sentença.html",0802562-09.2019.8.10.0040,4ª Vara,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,24/05/2024 11:44:46,120142710,
08025791520188100029_000_31-07-2024_11-40-57_Sentença.html,0802579-15.2018.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,,31/07/2024 11:40:57,122458068,PROCEDENTE
08025968420208100060_000_04-03-2024_11-46-18_Sentença.html,0802596-84.2020.8.10.0060,1ª VARA,,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Feminino,Juíza de Direito,04/03/2024 11:46:17,113383227,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08025968420208100060_006_11-09-2023_16-51-35_Ata da Audiência.html,0802596-84.2020.8.10.0060,1ª VARA,TIMON,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Indeterminado,,11/09/2023 16:51:35,101133892,DEFIRO
08026085620198100053_000_19-08-2025_11-53-46_Sentença.html,0802608-56.2019.8.10.0053,1ª VARA,PORTO FRANCO,FRANCISCO BEZERRA SIMOES,Masculino,JUIZ DE DIREITO,19/08/2025 11:53:46,157638307,PROCEDENTE
